,Movie_name,IMDB_rating,metascore,number_of_votes,year
1659,The Big Short,7.8,81,"304,477",2015
1660,Bridge of Spies,7.6,81,"260,399",2015
1661,The Hunger Games: Mockingjay - Part 2,6.6,65,"248,075",2015
1662,Creed,7.6,82,"220,849",2015
1663,Spy,7.0,75,"212,261",2015
1664,Everest,7.1,64,"179,580",2015
1665,The Lobster,7.1,82,"178,622",2015
1666,Straight Outta Compton,7.9,72,"163,780",2015
1667,Black Mass,6.9,68,"154,664",2015
1668,The VVitch: A New-England Folktale,6.8,83,"150,257",2015
1669,The Danish Girl,7.1,66,"145,111",2015
1670,Cinderella,6.9,67,"140,338",2015
1671,Steve Jobs,7.2,82,"137,361",2015
1672,Deadpool,8.0,65,"806,574",2016
1673,Captain America: Civil War,7.8,75,"560,567",2016
1674,Arrival,7.9,81,"504,643",2016
1675,Doctor Strange,7.5,72,"492,800",2016
1676,Rogue One,7.8,65,"469,617",2016
1677,La La Land,8.0,93,"427,099",2016
1678,Zootopia,8.0,78,"376,582",2016
1679,Hacksaw Ridge,8.1,71,"359,161",2016
1680,Fantastic Beasts and Where to Find Them,7.3,66,"358,549",2016
1681,Split,7.3,62,"342,754",2016
1682,10 Cloverfield Lane,7.2,76,"257,183",2016
1683,The Jungle Book,7.4,77,"238,628",2016
1684,The Nice Guys,7.4,70,"236,096",2016
1685,Moonlight,7.4,99,"223,066",2016
1686,Moana,7.6,81,"219,518",2016
1687,Manchester by the Sea,7.8,96,"211,149",2016
1688,Finding Dory,7.3,77,"210,114",2016
1689,Star Trek Beyond,7.1,68,"207,520",2016
1690,Nocturnal Animals,7.5,67,"202,023",2016
1691,Sully,7.5,74,"199,059",2016
1692,The Conjuring 2,7.4,65,"190,170",2016
1693,Don't Breathe,7.1,71,"183,198",2016
1694,Lion,8.1,69,"178,374",2016
1695,Hell or High Water,7.6,88,"172,772",2016
1696,Hidden Figures,7.8,74,"168,021",2016
1697,The Secret Life of Pets,6.5,61,"158,784",2016
1698,Sausage Party,6.2,66,"157,041",2016
1699,Captain Fantastic,7.9,72,"156,412",2016
1700,Deadpool,8.0,65,"806,574",2016
1701,Captain America: Civil War,7.8,75,"560,567",2016
1702,Arrival,7.9,81,"504,643",2016
1703,Doctor Strange,7.5,72,"492,800",2016
1704,Rogue One,7.8,65,"469,617",2016
1705,La La Land,8.0,93,"427,099",2016
1706,Zootopia,8.0,78,"376,582",2016
1707,Hacksaw Ridge,8.1,71,"359,161",2016
1708,Fantastic Beasts and Where to Find Them,7.3,66,"358,549",2016
1709,Split,7.3,62,"342,754",2016
1710,10 Cloverfield Lane,7.2,76,"257,183",2016
1711,The Jungle Book,7.4,77,"238,628",2016
1712,The Nice Guys,7.4,70,"236,096",2016
1713,Moonlight,7.4,99,"223,066",2016
1714,Moana,7.6,81,"219,518",2016
1715,Manchester by the Sea,7.8,96,"211,149",2016
1716,Finding Dory,7.3,77,"210,114",2016
1717,Star Trek Beyond,7.1,68,"207,520",2016
1718,Nocturnal Animals,7.5,67,"202,023",2016
1719,Sully,7.5,74,"199,059",2016
1720,The Conjuring 2,7.4,65,"190,170",2016
1721,Don't Breathe,7.1,71,"183,198",2016
1722,Lion,8.1,69,"178,374",2016
1723,Hell or High Water,7.6,88,"172,772",2016
1724,Hidden Figures,7.8,74,"168,021",2016
1725,The Secret Life of Pets,6.5,61,"158,784",2016
1726,Sausage Party,6.2,66,"157,041",2016
1727,Captain Fantastic,7.9,72,"156,412",2016
1728,Deadpool,8.0,65,"806,574",2016
1729,Captain America: Civil War,7.8,75,"560,567",2016
1730,Arrival,7.9,81,"504,643",2016
1731,Doctor Strange,7.5,72,"492,800",2016
1732,Rogue One,7.8,65,"469,617",2016
1733,La La Land,8.0,93,"427,099",2016
1734,Zootopia,8.0,78,"376,582",2016
1735,Hacksaw Ridge,8.1,71,"359,161",2016
1736,Fantastic Beasts and Where to Find Them,7.3,66,"358,549",2016
1737,Split,7.3,62,"342,754",2016
1738,10 Cloverfield Lane,7.2,76,"257,183",2016
1739,The Jungle Book,7.4,77,"238,628",2016
1740,The Nice Guys,7.4,70,"236,096",2016
1741,Moonlight,7.4,99,"223,066",2016
1742,Moana,7.6,81,"219,518",2016
1743,Manchester by the Sea,7.8,96,"211,149",2016
1744,Finding Dory,7.3,77,"210,114",2016
1745,Star Trek Beyond,7.1,68,"207,520",2016
1746,Nocturnal Animals,7.5,67,"202,023",2016
1747,Sully,7.5,74,"199,059",2016
1748,The Conjuring 2,7.4,65,"190,170",2016
1749,Don't Breathe,7.1,71,"183,198",2016
1750,Lion,8.1,69,"178,374",2016
1751,Hell or High Water,7.6,88,"172,772",2016
1752,Hidden Figures,7.8,74,"168,021",2016
1753,The Secret Life of Pets,6.5,61,"158,784",2016
1754,Sausage Party,6.2,66,"157,041",2016
1755,Captain Fantastic,7.9,72,"156,412",2016
1756,Deadpool,8.0,65,"806,574",2016
1757,Captain America: Civil War,7.8,75,"560,567",2016
1758,Arrival,7.9,81,"504,643",2016
1759,Doctor Strange,7.5,72,"492,800",2016
1760,Rogue One,7.8,65,"469,617",2016
1761,La La Land,8.0,93,"427,099",2016
1762,Zootopia,8.0,78,"376,582",2016
1763,Hacksaw Ridge,8.1,71,"359,161",2016
1764,Fantastic Beasts and Where to Find Them,7.3,66,"358,549",2016
1765,Split,7.3,62,"342,754",2016
1766,10 Cloverfield Lane,7.2,76,"257,183",2016
1767,The Jungle Book,7.4,77,"238,628",2016
1768,The Nice Guys,7.4,70,"236,096",2016
1769,Moonlight,7.4,99,"223,066",2016
1770,Moana,7.6,81,"219,518",2016
1771,Manchester by the Sea,7.8,96,"211,149",2016
1772,Finding Dory,7.3,77,"210,114",2016
1773,Star Trek Beyond,7.1,68,"207,520",2016
1774,Nocturnal Animals,7.5,67,"202,023",2016
1775,Sully,7.5,74,"199,059",2016
1776,The Conjuring 2,7.4,65,"190,170",2016
1777,Don't Breathe,7.1,71,"183,198",2016
1778,Lion,8.1,69,"178,374",2016
1779,Hell or High Water,7.6,88,"172,772",2016
1780,Hidden Figures,7.8,74,"168,021",2016
1781,The Secret Life of Pets,6.5,61,"158,784",2016
1782,Sausage Party,6.2,66,"157,041",2016
1783,Captain Fantastic,7.9,72,"156,412",2016
1784,Logan,8.1,77,"544,996",2017
1785,Wonder Woman,7.5,76,"474,603",2017
1786,Guardians of the Galaxy Vol. 2,7.7,67,"458,547",2017
1787,Dunkirk,7.9,94,"455,986",2017
1788,Star Wars: Episode VIII - The Last Jedi,7.2,85,"451,679",2017
1789,Thor: Ragnarok,7.9,74,"449,522",2017
1790,Spider-Man: Homecoming,7.5,73,"402,972",2017
1791,Get Out,7.7,84,"383,310",2017
1792,Blade Runner 2049,8.0,81,"368,375",2017
1793,Baby Driver,7.6,86,"352,559",2017
1794,It,7.4,69,"345,206",2017
1795,"Three Billboards Outside Ebbing, Missouri",8.2,88,"332,155",2017
1796,The Shape of Water,7.3,87,"298,682",2017
1797,John Wick: Chapter 2,7.5,75,"266,427",2017
1798,Coco,8.4,81,"264,717",2017
1799,Beauty and the Beast,7.2,65,"232,855",2017
1800,Kong: Skull Island,6.6,62,"231,285",2017
1801,Alien: Covenant,6.4,65,"222,613",2017
1802,War for the Planet of the Apes,7.5,82,"197,567",2017
1803,Lady Bird,7.4,94,"172,182",2017
1804,Wind River,7.7,73,"164,520",2017
1805,Mother!,6.6,75,"151,924",2017
1806,Call Me by Your Name,7.9,93,"148,611",2017
1807,Atomic Blonde,6.7,63,"146,529",2017
1808,"I, Tonya",7.5,77,"136,784",2017
1809,Darkest Hour,7.4,75,"133,035",2017
1810,American Made,7.2,65,"127,184",2017
1811,The Lego Batman Movie,7.3,75,"113,909",2017
1812,The Disaster Artist,7.4,76,"108,732",2017
1813,Logan,8.1,77,"544,996",2017
1814,Wonder Woman,7.5,76,"474,603",2017
1815,Guardians of the Galaxy Vol. 2,7.7,67,"458,547",2017
1816,Dunkirk,7.9,94,"455,986",2017
1817,Star Wars: Episode VIII - The Last Jedi,7.2,85,"451,679",2017
1818,Thor: Ragnarok,7.9,74,"449,522",2017
1819,Spider-Man: Homecoming,7.5,73,"402,972",2017
1820,Get Out,7.7,84,"383,310",2017
1821,Blade Runner 2049,8.0,81,"368,375",2017
1822,Baby Driver,7.6,86,"352,559",2017
1823,It,7.4,69,"345,206",2017
1824,"Three Billboards Outside Ebbing, Missouri",8.2,88,"332,155",2017
1825,The Shape of Water,7.3,87,"298,682",2017
1826,John Wick: Chapter 2,7.5,75,"266,427",2017
1827,Coco,8.4,81,"264,717",2017
1828,Beauty and the Beast,7.2,65,"232,855",2017
1829,Kong: Skull Island,6.6,62,"231,285",2017
1830,Alien: Covenant,6.4,65,"222,613",2017
1831,War for the Planet of the Apes,7.5,82,"197,567",2017
1832,Lady Bird,7.4,94,"172,182",2017
1833,Wind River,7.7,73,"164,520",2017
1834,Mother!,6.6,75,"151,924",2017
1835,Call Me by Your Name,7.9,93,"148,611",2017
1836,Atomic Blonde,6.7,63,"146,529",2017
1837,"I, Tonya",7.5,77,"136,784",2017
1838,Darkest Hour,7.4,75,"133,035",2017
1839,American Made,7.2,65,"127,184",2017
1840,The Lego Batman Movie,7.3,75,"113,909",2017
1841,The Disaster Artist,7.4,76,"108,732",2017
1842,Logan,8.1,77,"544,996",2017
1843,Wonder Woman,7.5,76,"474,603",2017
1844,Guardians of the Galaxy Vol. 2,7.7,67,"458,547",2017
1845,Dunkirk,7.9,94,"455,986",2017
1846,Star Wars: Episode VIII - The Last Jedi,7.2,85,"451,679",2017
1847,Thor: Ragnarok,7.9,74,"449,522",2017
1848,Spider-Man: Homecoming,7.5,73,"402,972",2017
1849,Get Out,7.7,84,"383,310",2017
1850,Blade Runner 2049,8.0,81,"368,375",2017
1851,Baby Driver,7.6,86,"352,559",2017
1852,It,7.4,69,"345,206",2017
1853,"Three Billboards Outside Ebbing, Missouri",8.2,88,"332,155",2017
1854,The Shape of Water,7.3,87,"298,682",2017
1855,John Wick: Chapter 2,7.5,75,"266,427",2017
1856,Coco,8.4,81,"264,717",2017
1857,Beauty and the Beast,7.2,65,"232,855",2017
1858,Kong: Skull Island,6.6,62,"231,285",2017
1859,Alien: Covenant,6.4,65,"222,613",2017
1860,War for the Planet of the Apes,7.5,82,"197,567",2017
1861,Lady Bird,7.4,94,"172,182",2017
1862,Wind River,7.7,73,"164,520",2017
1863,Mother!,6.6,75,"151,924",2017
1864,Call Me by Your Name,7.9,93,"148,611",2017
1865,Atomic Blonde,6.7,63,"146,529",2017
1866,"I, Tonya",7.5,77,"136,784",2017
1867,Darkest Hour,7.4,75,"133,035",2017
1868,American Made,7.2,65,"127,184",2017
1869,The Lego Batman Movie,7.3,75,"113,909",2017
1870,The Disaster Artist,7.4,76,"108,732",2017
1871,Logan,8.1,77,"544,996",2017
1872,Wonder Woman,7.5,76,"474,603",2017
1873,Guardians of the Galaxy Vol. 2,7.7,67,"458,547",2017
1874,Dunkirk,7.9,94,"455,986",2017
1875,Star Wars: Episode VIII - The Last Jedi,7.2,85,"451,679",2017
1876,Thor: Ragnarok,7.9,74,"449,522",2017
1877,Spider-Man: Homecoming,7.5,73,"402,972",2017
1878,Get Out,7.7,84,"383,310",2017
1879,Blade Runner 2049,8.0,81,"368,375",2017
1880,Baby Driver,7.6,86,"352,559",2017
1881,It,7.4,69,"345,206",2017
1882,"Three Billboards Outside Ebbing, Missouri",8.2,88,"332,155",2017
1883,The Shape of Water,7.3,87,"298,682",2017
1884,John Wick: Chapter 2,7.5,75,"266,427",2017
1885,Coco,8.4,81,"264,717",2017
1886,Beauty and the Beast,7.2,65,"232,855",2017
1887,Kong: Skull Island,6.6,62,"231,285",2017
1888,Alien: Covenant,6.4,65,"222,613",2017
1889,War for the Planet of the Apes,7.5,82,"197,567",2017
1890,Lady Bird,7.4,94,"172,182",2017
1891,Wind River,7.7,73,"164,520",2017
1892,Mother!,6.6,75,"151,924",2017
1893,Call Me by Your Name,7.9,93,"148,611",2017
1894,Atomic Blonde,6.7,63,"146,529",2017
1895,"I, Tonya",7.5,77,"136,784",2017
1896,Darkest Hour,7.4,75,"133,035",2017
1897,American Made,7.2,65,"127,184",2017
1898,The Lego Batman Movie,7.3,75,"113,909",2017
1899,The Disaster Artist,7.4,76,"108,732",2017
